ID Tweet;Usuario;Fecha;Texto;Hashtag;Clasificaci�n;Resultado
1478827415694710000;yluminaty;2022-01-05 20:35:05+00:00;En Ecuador, el tratamiento y gestión de desechos es insuficiente, pues el 80% de la basura generada en el país se v… https://t.co/rwQRbjRlef;basura;Recolecci�n de basura;Si
1478825371470600000;PetterBscManuel;2022-01-05 20:26:58+00:00;#URGENTE ES LAMENTABLE VER ESTO.. SABER QUE EN LA TEMPORADA DE LAS GRIPES ESTACIONALES LA GENTE CORRE A LOS HOSPITA… https://t.co/mNWYmdkMM4;basura;Recolecci�n de basura;No
1478817004060650000;13CSEAV;2022-01-05 19:53:43+00:00;Contrato provisional y nombramientos provisionales esos privilegios que tiene el estado y nadie mas, un limbo basur… https://t.co/dOpFWwaO92;basura;Recolecci�n de basura;No
1478812183941330000;PMoysam;2022-01-05 19:34:34+00:00;El feminismo quiere paridad de sexo (género no existe) entre legisladores y CEOs, nunca entre recogedores de basura… https://t.co/v6VBRmSKmM;basura;Recolecci�n de basura;No
1478809736397180000;geochambers;2022-01-05 19:24:50+00:00;@Danielsalcan88 @FaustoJarrinT @VSaquicelaE @yesguamani @Nathie_Arias @GuadalupeLlori Los mercenarios al servicio d… https://t.co/sEZ2ZirX3t;basura;Recolecci�n de basura;No
1478808288536010000;ElPerrilloEc;2022-01-05 19:19:05+00:00;@MrJoseDelMonte La basura si 😂🤣😅 https://t.co/UIeSRSBUbg;basura;Recolecci�n de basura;No
1478803397038020000;paxmr82;2022-01-05 18:59:39+00:00;@manuelvaca @alcaldiagye @urvaseo Deben de poner una camara y altavoz, teniendo los centros de acopios de basura,… https://t.co/ZC3CJprpfA;basura;Recolecci�n de basura;Si
1478800518285770000;hectormirand;2022-01-05 18:48:13+00:00;@juanmarpaz De ninguna manera, somos muchos que no nos gusta el contenido basura, lo malo es que no nos quejamos mu… https://t.co/Ezroch2Oto;basura;Recolecci�n de basura;No
1478775453980800000;MiDaZuPy;2022-01-05 17:08:37+00:00;@juanmarpaz No eres la única rara..tampoco veo @masterchefecu pero “lo de contenido basura” respeto,pero no compart… https://t.co/HhZdC6KJ0V;basura;Recolecci�n de basura;No
1478770713414750000;CesarVillamarEc;2022-01-05 16:49:46+00:00;@juanmarpaz cero TV basura por mi parte, no es la única.;basura;Recolecci�n de basura;No
1478770670385470000;MarcoEncarnaci7;2022-01-05 16:49:36+00:00;@juanmarpaz Nooooo! Imposible , con tristeza admito que en mi casa nadie ve tv nacional , creo que ni cable. Lament… https://t.co/FYqw2udjaP;basura;Recolecci�n de basura;No
1478769938735280000;VillaSarchi;2022-01-05 16:46:42+00:00;@MiguelVegaSant @1r452 Y como podrás constatar en diversos tweets míos (si en algún momento, tienes tiempo de leerm… https://t.co/BeNy03jWPc;basura;Recolecci�n de basura;No
1478768375987900000;VillaSarchi;2022-01-05 16:40:29+00:00;@MiguelVegaSant @1r452 Concuerdo perfectamente contigo. Y por mi parte, cuando uso la palabra científico, me refier… https://t.co/gRdVXGbw0k;basura;Recolecci�n de basura;No
1478764444868120000;isabelandradez;2022-01-05 16:24:52+00:00;Digan las cosas por su nombre José Serrano es traidor del correismo, formó parte de esa basura llamada morenismo, l… https://t.co/Cv02m5DSnQ;basura;Recolecci�n de basura;No
1478763923708990000;CarboYoyi;2022-01-05 16:22:48+00:00;@100preanalityc No se si sean menos malas pero bien que las uses para la basura. Igual mientras menos plásticos con… https://t.co/N6qQt2M4Yl;basura;Recolecci�n de basura;No
1478761926675020000;jaimerreinoso;2022-01-05 16:14:52+00:00;@eluniversocom @CaropimentelJ Transfemicidio van por la misma línea de infobae dejen de ser tan basura ...;basura;Recolecci�n de basura;No
1478757362332830000;victormarinv13;2022-01-05 15:56:43+00:00;@urvaseo @Paisa_Hidalgo @Expresoec @alcaldiagye @interagua @ObrasPublicasEc @goberguayasec @CynthiaViteri6… https://t.co/KY0ZNlEx9D;basura;Recolecci�n de basura;No
1478756448024810000;AlexisCivil;2022-01-05 15:53:05+00:00;Es la verdad la prensa basura sabe es que correa no les repartió cargos para mantenerlos con la trompa cerrada, y s… https://t.co/xuUpUw3SIR;basura;Recolecci�n de basura;No
1478755186474730000;fernandotauru;2022-01-05 15:48:05+00:00;@juanmarpaz Cada vez somos más los q no consumimos los canales nacionales con puro programa basura y serviles al gobierno;basura;Recolecci�n de basura;No
1478749501514990000;AngeloNavarroB1;2022-01-05 15:25:29+00:00;@cambridge222244 @infobaeamerica Mira lo q pasa en Ecuador con la basura de vacuna experimental.Pedazo de bazofia… https://t.co/KfeRhyhnYe;basura;Recolecci�n de basura;No
1478749447496600000;carlosandresst7;2022-01-05 15:25:16+00:00;Dicen que la variante ómicron si tienes una tercera dosis te da súper leve!! Hoy tengo una gripe normal y estoy hec… https://t.co/vaI6Z6eouT;basura;Recolecci�n de basura;No
1478749359181370000;Annabella_Prinx;2022-01-05 15:24:55+00:00;Y sí, casi me peleo con una man que andaba de cochina, tirando basura. Habían tachos de reciclaje a menos de 4m de… https://t.co/iAjCjShLls;basura;Recolecci�n de basura;Si
1478747223999530000;AngeloNavarroB1;2022-01-05 15:16:26+00:00;Lo único efectivo contra la delincuencia es el libre porte y tenencia de armas.La @PoliciaEcuador no sirve,… https://t.co/3zwy6nNdLH;basura;Recolecci�n de basura;No
1478741998580420000;georgepincay;2022-01-05 14:55:40+00:00;@Jipijapa_GAD lo volvieron a hacer ayer, siempre dejan la basura de la calle 24 de mayo en la cdla Parrales I Guale… https://t.co/8iHnTh4xLB;basura;Recolecci�n de basura;Si
1478739207153750000;CristiVaca;2022-01-05 14:44:35+00:00;Somos de un restaurante de la zona pero jamás hemos cometido este tipo de abusos contra la comunidad, se lleva a di… https://t.co/2DZuiuTMXi;basura;Recolecci�n de basura;No
1478738239452330000;ecuadoraldia365;2022-01-05 14:40:44+00:00;Toneladas de basura en áreas públicas en Quito https://t.co/4czkBsGHip https://t.co/PBn7mHJ8bl;basura;Recolecci�n de basura;Si
1478734397042000000;666Anonymous;2022-01-05 14:25:28+00:00;@nubiasandovalz @MasterChefEC Yo por eso llevo más de 10 años sin ver tv nacional ya que es pura basura.;basura;Recolecci�n de basura;No
1478728417591920000;Mauriciomord;2022-01-05 14:01:42+00:00;@MariuxiAdum Eso se llamo apología del delito. Si se respetara la ley de comunicación, sería diferente, no tendríam… https://t.co/pfMPSdWO4j;basura;Recolecci�n de basura;No
1478723100908860000;DiarioExtraEc;2022-01-05 13:40:35+00:00;El vehículo transportaba desperdicios líquidos de la basura de Cuenca y se viró en la vía rápida Cuenca-Azogues. https://t.co/HeTGsQGQi7;basura;Recolecci�n de basura;Si
1478720674927680000;jmga1961;2022-01-05 13:30:56+00:00;Toneladas de basura en áreas públicas https://t.co/Pw22Yj9EU8;basura;Recolecci�n de basura;Si
1478717552004140000;ammorank;2022-01-05 13:18:32+00:00;@urvaseo @manuelvaca @alcaldiagye Se necesita un carro del municipio y de urbaseo para investigar, tomar foto y vid… https://t.co/E0CDwbE5A8;basura;Recolecci�n de basura;Si
1478717389101540000;jeyco1990;2022-01-05 13:17:53+00:00;@bonilcaricatura El periodismo vendido como el tuyo siempre será solo basura y nada más la basura se desecha;basura;Recolecci�n de basura;Si
1478716521354560000;SRIVERAMEJIA;2022-01-05 13:14:26+00:00;"@pinllocoto Con diferencia en la gravedad de las consecuencias. Es como lo que pasa en Guayaquil, ""todos o casi to… https://t.co/HvTonWbwes";basura;Recolecci�n de basura;Si
1478710525357920000;jperez_t;2022-01-05 12:50:37+00:00;@eluniversocom Todos estos funcionarios de Lasso tienen offsohre. Y así están en cargos públicos. La ley es basura… https://t.co/qntxIYu9dF;basura;Recolecci�n de basura;No
1478659732881780000;ecuadoraldia365;2022-01-05 09:28:47+00:00;#LoMásVisto Recolección de basura se suspende la noche del 31 en Quito https://t.co/uW8FgXm3DP https://t.co/3s2nz3uV8J;basura;Recolecci�n de basura;Si
1478556823879920000;RevEcuador;2022-01-05 02:39:51+00:00;El duro ni de su casa, allá hasta la mujer lo basura, ese señor no es más que otro lentejero que al igual que Moren… https://t.co/5uBckX580l;basura;Recolecci�n de basura;No
1478551334362170000;machizaca;2022-01-05 02:18:02+00:00;@AlmaMiaEcu El problema que esos tipos de canales pone basura.. Ya no hay una ley de comunicación donde debían difu… https://t.co/DXDVWmZ2vU;basura;Recolecci�n de basura;No
1478546184092450000;Tatyalexa;2022-01-05 01:57:35+00:00;Ahora entre pintar tachos de basuras , murales , poner jardineras gigantes porque no : esconder los cables de los p… https://t.co/9PEqbgDkRV;basura;Recolecci�n de basura;No
1478542578807150000;Tatyalexa;2022-01-05 01:43:15+00:00;Mala planificación de obras ( la calle B.Carrion la han roto 3 veces en 1 año), en Urdesa sí los tachos de basura p… https://t.co/pFDmh92Wj6;basura;Recolecci�n de basura;Si
1478541655309440000;MasterCarlitoX;2022-01-05 01:39:35+00:00;@gmoggia Por cierto, si compras nuevo buscate un genérico. Si se cagan los botas a la basura te compras uno nuevo e… https://t.co/d2KJfL1ZOR;basura;Recolecci�n de basura;No
1478538784157350000;delfe1968;2022-01-05 01:28:10+00:00;@AlmaMiaEcu Yo, mvv la basura televisiva...;basura;Recolecci�n de basura;No
1478532119886540000;hvmarinop;2022-01-05 01:01:41+00:00;@moscososervio1 @MashiRafael Basura q solo escribe basura y odio. Odio que todo lo horrible q ahora hay lo ven bien;basura;Recolecci�n de basura;No
1478528127408220000;jimlama7;2022-01-05 00:45:49+00:00;@IESSec están agendando con médicos particulares que no están atendiendo porque tienen COVID, hicieron perder el ti… https://t.co/TM1WmB727Q;basura;Recolecci�n de basura;No
1478523315564200000;igpara;2022-01-05 00:26:42+00:00;¿Esto es izquierda? Esto es BASURA!!! https://t.co/rrIilo9czB;basura;Recolecci�n de basura;No
1478513741755030000;PetterBscManuel;2022-01-04 23:48:40+00:00;@LuisaGonzalezEc SIGUE EL GENOCIDIO DE LOS HOSPITALES...  PORFAVOR ESTAMOS EN LA ÉPOCA SD LAS GRIPES ESTACIONALES..… https://t.co/fF5aY6VF9l;basura;Recolecci�n de basura;No
1478512186544820000;PetterBscManuel;2022-01-04 23:42:29+00:00;#URGENTE EN MANTA.. SIGUE EL GENOCIDIO DE LOS HOSPITALES...  PORFAVOR ESTAMOS EN LA ÉPOCA SD LAS GRIPES ESTACIONALE… https://t.co/YLXm5ZjeYM;basura;Recolecci�n de basura;No
1478509137583640000;JoseKarken16;2022-01-04 23:30:22+00:00;No defendemos a una persona es la estabilidad, la seriedad, el prestigio y por q no la solvencia económica y Deport… https://t.co/1Nv7v3T4l9;basura;Recolecci�n de basura;No
1478506460971780000;albert_luisin;2022-01-04 23:19:44+00:00;Que falta de liderazgo del registro civil.  Es una basura. Que les pasa !!! Acaso son ignorantes !!! https://t.co/xJCK1N1IGz;basura;Recolecci�n de basura;No
1478495894349780000;jperez_t;2022-01-04 22:37:44+00:00;@AlmaMiaEcu Canales nacionales no veo  5 años. Son basura pura.;basura;Recolecci�n de basura;No
1478489799623580000;PPBL;2022-01-04 22:13:31+00:00;@andreapolola @ProyectoSacha @teleamazonasec @teleamazonasec con este programa basura MasterChef promocionando el c… https://t.co/CJM8T5WZy2;basura;Recolecci�n de basura;No
1478482092468140000;Benito41967453;2022-01-04 21:42:54+00:00;@Expresoec Blof de papeles basura, cada dia 4 informes + 1 con indicio penal;basura;Recolecci�n de basura;No
1478477146599390000;geochambers;2022-01-04 21:23:15+00:00;@felipaoLDU @ramirogarciaf En Guayaquil han nacido escorias como nacen en cualquier parte sea Moreno en el Oriente… https://t.co/SlpeDuRLT5;basura;Recolecci�n de basura;No
1478476867451730000;Outsider_96;2022-01-04 21:22:08+00:00;Literalmente casi tengo rapada la cabeza -alguien salido/a de la basura: TE CORTASTE EL CABELLO!?;basura;Recolecci�n de basura;No
1478464279363870000;dianamacmor;2022-01-04 20:32:07+00:00;Increíble con lo q nos encontramos en el  gobierno del encuentro... Mi hna con una tremenda discapacidad le quitan… https://t.co/MbtAkhGc4n;basura;Recolecci�n de basura;No
1478460029598580000;ErwinZapata1;2022-01-04 20:15:14+00:00;@AlmaMiaEcu Yoooo no veo esa  basura.;basura;Recolecci�n de basura;No
1478454438301940000;dannyromanlegal;2022-01-04 19:53:01+00:00;@OmarNavarreteS2 @BlancaLopezC_ @MashiRafael @JorgeGlas No hay ningún juicio abierto por sobreprecio, lavado el cer… https://t.co/XnR5RTKkvA;basura;Recolecci�n de basura;No
1478442121506000000;peton9;2022-01-04 19:04:04+00:00;@gab_all1602 El sushi con gusto a la basura;basura;Recolecci�n de basura;No
1478431791493040000;donytu47;2022-01-04 18:23:01+00:00;CNT Pido la factura de diciembre que no ha llegado al correo y me responden basura. Burócratas incompetentes.;basura;Recolecci�n de basura;No
1478427396613170000;stephiescorpio;2022-01-04 18:05:33+00:00;De verdad me perdono a mi misma por haber querido a hombres tan basura...;basura;Recolecci�n de basura;No
1478418451219850000;LeonardoHquezR;2022-01-04 17:30:01+00:00;🤦🤦🤦 Que BASURA 👇👇 Por personas como el,  es que la PSEUDO sociedad civil,  y los PSEUDOS periodistas independientes… https://t.co/SONnncXzk8;basura;Recolecci�n de basura;No
1478417010988130000;_garud_a;2022-01-04 17:24:17+00:00;@radio_pichincha @diegooquendo @UNESCO_es Supuestamente con @LassoGuillermo se acababa el palanqueo. Está peor que… https://t.co/RL2xqyEVVj;basura;Recolecci�n de basura;No
1478407771746070000;BaironJos2;2022-01-04 16:47:34+00:00;@yandrifernando @schispu @Mesaunidad @PrisSchettini @freddcarrion @RichardG_Ec @crisbahamonde @angeporras1971… https://t.co/w8dbyKRUCD;basura;Recolecci�n de basura;No
1478400444015770000;fefe9_;2022-01-04 16:18:27+00:00;*Subo una historia* Un man sacado de la basura picado pq nunca le respondo: reaccionó a tu historia “😂”;basura;Recolecci�n de basura;No
1478390950732900000;juanferycaza;2022-01-04 15:40:44+00:00;@MarioVCosta @XimenaGarzon11 @Salud_Ec En Quito, a mi cuñada le tocaba la 3ra dosis. Se la iban a poner y vieron qu… https://t.co/x5l4CsCbva;basura;Recolecci�n de basura;No
1478390141068740000;chjsolano;2022-01-04 15:37:31+00:00;@teleamazonasec Prensa basura, como ya no tienen quien les controle, pueden decir lo que les conviene p llamar la a… https://t.co/da1UzNpL1A;basura;Recolecci�n de basura;No
1478387530076760000;Johannavaland;2022-01-04 15:27:08+00:00;No defendemos a una persona es la estabilidad, la seriedad, el prestigio y por q no la solvencia económica y Deport… https://t.co/1Nv7v3T4l9;basura;Recolecci�n de basura;No
1478385267610460000;agomezfeist;2022-01-04 15:18:09+00:00;Acabo de ver que botan la basura por el balcón en el edificio en que trabajo, @alcaldiagye tenemos identificado qui… https://t.co/Xe3U1Gw4zA;basura;Recolecci�n de basura;No
1478380820171730000;malorena_s;2022-01-04 15:00:29+00:00;@ChalecosAmarill @GerardLDonadoni Cuando la PRENSA: - Pierde la CREDIBILIDAD- Pierde la DIGNIDAD- Pierde la ÉTICA-… https://t.co/UUmT5Kswbr;basura;Recolecci�n de basura;No
1478377318095670000;JuliaViteFu;2022-01-04 14:46:34+00:00;@Martinminguchi Prensa basura , ahora resulta que él correismo a sido lo mejor jajaaj como protejen al ladrón de Co… https://t.co/3UeuPphWNp;basura;Recolecci�n de basura;No
1478376039013310000;paolasil21;2022-01-04 14:41:29+00:00;@jmkarg Prensa basura hasta cuándo van a seguir mintiendo todos sabemos que estás encuestas son falta el pueblo esa… https://t.co/uvHdPOKeKs;basura;Recolecci�n de basura;No
1478374515109470000;Andyvargs;2022-01-04 14:35:25+00:00;@marveintimilla Los correistas siempre han sabido manipular la información y utilizar la prensa basura para generar… https://t.co/8m6MjAhmX0;basura;Recolecci�n de basura;No
1478374118449940000;Andyvargs;2022-01-04 14:33:51+00:00;@mandradele @EcuavisaInforma @MarcoAnibal @jcarlosaizprua @LeninArtieda Ya estamos cansados de la prensa basura de… https://t.co/dMEKd07JsV;basura;Recolecci�n de basura;No
1478373807945570000;Pamcastr;2022-01-04 14:32:37+00:00;@Alejand01209494 Ésta es información es falsa, venida de prensa basura de gente que carece de credibilidad que lo ú… https://t.co/1b8aOQkBiF;basura;Recolecci�n de basura;No
1478373475249170000;Pamcastr;2022-01-04 14:31:18+00:00;@mandradele @EcuavisaInforma @MarcoAnibal @jcarlosaizprua @LeninArtieda Prensa basura creando encuestas que carecen… https://t.co/ha1aHL3iiD;basura;Recolecci�n de basura;No
1478370537579720000;yangenash;2022-01-04 14:19:37+00:00;Alguien sabe dónde se denuncia a las personas que quemas basura¿?;basura;Recolecci�n de basura;Si
1478355232329540000;DaliaAD;2022-01-04 13:18:48+00:00;@MarilenaC92_ @CinnabonEcuador Prefieren vender porquerías así en vez de votar a la basura y perder.;basura;Recolecci�n de basura;No
1478340023951010000;Giovann80574580;2022-01-04 12:18:22+00:00;@revistavistazo Hijos de puta hasta cuándo con sus falacias, nada disminuyó todo sigue creciendo día a día, no tien… https://t.co/5hLkYRymQ1;basura;Recolecci�n de basura;No
1478217944530360000;javidavilam;2022-01-04 04:13:16+00:00;@leninvicuna Y te comento Lenin q Gye fue rescatado d ser un pueblo grande mal oliente con alcantarillas rebosadas,… https://t.co/uEZXKA8VgY;basura;Recolecci�n de basura;No
1478205226553320000;santosleono;2022-01-04 03:22:44+00:00;Escuchar al camión de la basura y correr con las fundas is my passion.;basura;Recolecci�n de basura;Si
1478194728709630000;davivacan;2022-01-04 02:41:01+00:00;Guillermo Lasso tu y tus ministros de mierda son una maldita basura ladrones miserables sólo llegan al poder para s… https://t.co/Hg0CR1ZFr7;basura;Recolecci�n de basura;No
1478183398669750000;alfonsinoernes;2022-01-04 01:56:00+00:00;@tahigue29 Bien dicho. Un pobre mal nacido que nos gobernó. 4 años botados a la basura con este cretino mental.;basura;Recolecci�n de basura;No
1478175786452580000;JorgeSa19661652;2022-01-04 01:25:45+00:00;@ComunicacionEc @LassoGuillermo @PublicaFM @radiosonorama @radiolatacunga @Presidencia_Ec Gobierno Corrupto Evasor basura;basura;Recolecci�n de basura;No
1478152237746630000;LauritaJimn;2022-01-03 23:52:10+00:00;@radio_pichincha No les da pena ni vergüenza lo que están haciendo, burlándose del pueblo. Hay Miles de problemas u… https://t.co/PBLLqvmPf0;basura;Recolecci�n de basura;No
1478151379508240000;LauritaJimn;2022-01-03 23:48:46+00:00;@radio_pichincha Eres una basura @juancaholguin no estás preparado para ese puesto eres un tremendo gay;basura;Recolecci�n de basura;No
1478148941560620000;LauritaJimn;2022-01-03 23:39:05+00:00;@Ana121Mari @radio_pichincha @juancaholguin Hacen lo que quieren con nuestro País, nos roban le dan poder a quienes… https://t.co/aLNewTupEs;basura;Recolecci�n de basura;No
1478144137790680000;emaficse;2022-01-03 23:19:59+00:00;Lo que le encanta a la gente de la basura esportin clu, aparte de la v3rga…. ¡Comprar humo! 😂😂😂 https://t.co/9BAJqGeAPb;basura;Recolecci�n de basura;No
1478140548917730000;jperez_t;2022-01-03 23:05:44+00:00;@Expresoec Sapos mentirosos. Con un chulquero Evasor de impuestos banquero corrupto como presidente eso jamás se dará. Sin basura.;basura;Recolecci�n de basura;No
1478116240237510000;EcEnDirecto;2022-01-03 21:29:08+00:00;#Internacionales // La mujer que dejó abandonado a un bebe en el cubo de basura del baño de un avión, será interrog… https://t.co/t4CNmW16VC;basura;Recolecci�n de basura;No
1478099988295170000;juanitow2003;2022-01-03 20:24:33+00:00;@DomeVivanco @LaPosta_Ecu Y el premio a la BASURA ganado por la posta , también está;basura;Recolecci�n de basura;No
1478098599544330000;juanitow2003;2022-01-03 20:19:02+00:00;@LaPosta_Ecu Esta plvg de la 10/20 es una basura.;basura;Recolecci�n de basura;No
1478819981798290000;ggutierrez53;2022-01-05 20:05:33+00:00;@riccsaxf9 @CSEmelec Totalmente de acuerdo, ahora está cogiendo buena pinta el equipo, ya con esto habría que quema… https://t.co/B6patmZOvO;basurero;Recolecci�n de basura;No
1478609873201990000;jav1co;2022-01-05 06:10:39+00:00;@PabloDavalos63 Un perdedor como tú tuvo mucha atención, ahora vuelves al basurero de la historia;basurero;Recolecci�n de basura;No
1478448471476690000;feeltheflight;2022-01-04 19:29:18+00:00;EMELEC VA SER CAMPEON DE LA COPA LIBERTADORES Y VAMOS A DAR LA VUELTA EN EL BASURERO TWEETS NO APTO PARA PAVOS;basurero;Recolecci�n de basura;No
1478432228703150000;JimDelgado_;2022-01-04 18:24:45+00:00;Emelec está preparando una meada al estilo de Menamental que silenció dos veces el basurero.Y la mafiosa Deller co… https://t.co/JLahtJCh0u;basurero;Recolecci�n de basura;No
1477840450350360000;feeltheflight;2022-01-03 03:13:14+00:00;@juanbasti1991 Hay que volver a pintar ese estadio de azul dando la vuelta olimpica en el basurero como en el 88;basurero;Recolecci�n de basura;No
1477436850335740000;DenisseLlaguno;2022-01-02 00:29:29+00:00;@alcaldiagye aquí por mapasingue oeste, hay un lugar donde hay consumidores y lugar de basurero por favor tomar en… https://t.co/SiIjhcGrYr;basurero;Recolecci�n de basura;No
1477064653108830000;VillaSarchi;2021-12-31 23:50:30+00:00;@XiDomador @marce221975 @MundoEConflicto Y para que? Para que digas que estos testimonios no han sido avalado por n… https://t.co/2dZIUYAewl;basurero;Recolecci�n de basura;No
1476235778900600000;ricsac;2021-12-29 16:56:51+00:00;@DaniMSantacruz @eltonyomalo otro correa que le ponga en el basurero que es donde pertenece, el y su engendro hijo;basurero;Recolecci�n de basura;No
1475858435673630000;Sauces7Gye;2021-12-28 15:57:25+00:00;Hola @urvaseo . Necesitamos que nos des una mano en #Sauces7, la loma frente a las canchas de indor. Malos vecinos(… https://t.co/E7QIdDoRmu;basurero;Recolecci�n de basura;No
1475704543480530000;feeltheflight;2021-12-28 05:45:55+00:00;El Basurero de Guayaquil, Emelec fue como invitado y se llevo el Cuadrangular dando la Primera Vuelta Olimpica en e… https://t.co/qplsLPkizH;basurero;Recolecci�n de basura;No
1478841435596200000;IapmYahir18;2022-01-05 21:30:48+00:00;@luisantonio_r Existe una hora pico en la que todos los días corren estos buses de manera asesina ..Recreo de Dura… https://t.co/SPGCdmcncH;buses;Transporte;Si
1478828954832220000;cmoralesf;2022-01-05 20:41:12+00:00;@MarceloHCabrera @ObrasPublicasEc @LassoGuillermo @elcomerciocom @eluniversocom @teleramaec @tctelevision… https://t.co/Vb0PVRf8jh;buses;Transporte;No
1478827390541380000;KevinRugel;2022-01-05 20:34:59+00:00;@Diegordinola Desde el inicio de criticó ese contrato. La realidad es que tiraron tanto humo con GolTv que lo conve… https://t.co/zMF1IZpOB0;buses;Transporte;No
1478814143625020000;Alfredo_Adum_Z;2022-01-05 19:42:21+00:00;Señores de la ATM dejen en paz a los buses parqueados a lo largo de la Av Francisco de Orellana que lo único que la… https://t.co/n5t9eJByP6;buses;Transporte;Si
1478812887112200000;josebaus1;2022-01-05 19:37:21+00:00;@CynthiaViteri6 Estoy d acuerdo q pidan el carne d vacunación en los buses ay mucha gente inconsciente q no s vacun… https://t.co/pUr7mDzEaP;buses;Transporte;No
1478806412725730000;jmorrala;2022-01-05 19:11:38+00:00;@luisantonio_r Perdón perdón perdón me equivoqué no vi bien, que imprudencia de los choferes profesionales q maneja… https://t.co/V3FVgjnP9H;buses;Transporte;Si
1478797793179410000;ivan_maray;2022-01-05 18:37:23+00:00;@luisantonio_r Haga su tarea, investigue quienes son los dueños de los buses...;buses;Transporte;No
1478787433407860000;asempertegui;2022-01-05 17:56:13+00:00;@luisantonio_r Vuelvo y repito a esos hptas nadie los toca nadieee no hay multas para ellos,peor va a ver prision p… https://t.co/5xpe4mgKml;buses;Transporte;Si
